,lat,lon,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Maximum_1
101,31.6675,-106.288,149.25,314.25,11.76,0.168925
102,31.73561,-106.46024,127.0,331.0,11.0,0.1328
103,31.765684,-106.45523,126.25,310.5,14.9825,0.15945
104,31.768286,-106.50124,120.75,298.0,9.0225,0.13895
105,31.785769,-106.32358,164.6666667,283.3333333,9.046666667,0.184533333
106,31.787886,-106.68333,160.3333333,260.0,5.706666667,0.153733333
107,31.796219,-106.584435,166.3333333,321.6666667,9.51,0.145966667
108,31.893913,-106.42583,130.1111111,312.2222222,16.97,0.202711111
109,31.954287,-84.08101,107.3333333,265.3333333,35.71,0.493866667
110,32.00941,-109.38906,66.0,243.0,22.67,0.2668
111,32.04121,-106.40971,122.0,306.25,13.69,0.20065
112,32.06848,-81.04942,112.75,274.375,29.2175,0.4305125
113,32.172997,-110.98013,154.0,286.5,10.07,0.1961
114,32.174538,-110.737114,177.0,338.0,12.24,0.2049
115,32.1783,-104.4406,143.0,321.0,20.42,0.2581
116,32.29515,-110.9823,163.0,306.0,10.19,0.1698
117,32.317593,-106.76833,117.3333333,301.2222222,19.99333333,0.221277778
118,32.32911,-90.182724,104.8888889,273.3333333,20.50888889,0.269377778
119,32.34403,-95.41576,84.66666667,266.6666667,44.54666667,0.497866667
120,32.362606,-88.27799,103.4444444,278.4444444,61.53555556,0.658733333
121,32.364567,-88.73149,100.0,269.0,30.079,0.36468
122,32.38012,-104.262726,125.8,295.2,15.268,0.22124
123,32.38573,-90.1412,111.5,286.0,38.47,0.3963
124,32.41281,-86.2634,90.83333333,285.0,37.47666667,0.447783333
125,32.442303,-97.80353,80.625,267.5,32.2525,0.3797375
126,32.46735,-85.08345,104.0,273.6,38.478,0.4348
127,32.498566,-86.13659,101.0,282.0,58.28333333,0.574266667
128,32.50996,-92.046196,84.11111111,266.4444444,27.84,0.387022222
129,32.52127,-84.94463,101.4285714,300.1428571,24.0,0.304585714
130,32.535294,-93.74704,72.2,274.4,33.415,0.44475
131,32.56497,-96.31769,80.71428571,256.5714286,44.22857143,0.521414286
132,32.63124,-117.05909,12.0,181.0,14.85,0.2334
133,32.65637,-97.0886,88.2,288.5,37.277,0.37546
134,32.669003,-94.167465,107.9,268.7,41.686,0.55299
135,32.67618,-115.48307,109.0,307.0,9.47,0.1941
136,32.69202,-108.125046,148.0,298.0,18.6,0.2336
137,32.726658,-103.12292,118.1111111,299.2222222,24.32222222,0.259922222
138,32.805264,-83.543495,108.0,289.0,39.915,0.4705
139,32.80581,-97.35653,88.11111111,281.8888889,31.54,0.3408
140,32.82006,-96.860115,86.5,294.0,26.942,0.28917
141,32.84232,-116.768295,20.0,189.0,12.24,0.2718
142,32.919205,-96.808495,96.44444444,287.1111111,41.10777778,0.428088889
143,32.922493,-97.2821,96.1,297.2,46.521,0.40616
144,32.936523,-96.45921,97.77777778,286.8888889,48.07,0.460466667
145,32.98725,-79.9367,105.0,283.0,51.27,0.54602
146,33.007866,-80.965034,146.0,252.6666667,27.51333333,0.471666667
147,33.08977,-87.45973,99.16666667,283.1666667,45.76,0.501283333
148,33.1324,-96.78642,101.4,293.1,33.114,0.33066
149,33.1787,-84.4052,91.9,280.7,53.36,0.57432
150,33.21361,-115.54528,108.75,266.5,13.5275,0.1956
151,33.317142,-86.82575,97.44444444,273.1111111,64.55666667,0.662622222
152,33.331112,-87.00361,101.5555556,275.7777778,31.97666667,0.367066667
153,33.342224,-81.788734,118.9,280.4,46.27,0.55764
154,33.362595,-117.09023,73.0,222.0,15.58,0.3549
155,33.38639,-86.816666,106.6,275.4,58.064,0.58644
156,33.40405,-84.74573,113.25,278.0,35.3225,0.354975
157,33.41123,-111.93471,88.0,337.0,12.81,0.2428
158,33.4339,-82.0224,110.6,282.1,30.009,0.41378
159,33.43395,-84.16181,102.1,284.5,52.019,0.51772
160,33.45797,-112.04659,93.0,299.5,9.475,0.17265
161,33.485558,-86.915,91.77777778,269.8888889,38.67555556,0.3977
162,33.545277,-86.549164,108.8888889,264.1111111,31.64111111,0.3569
163,33.553055,-86.815,96.44444444,270.0,33.12222222,0.372088889
164,33.57453,-112.19193,155.0,317.0,8.57,0.1636
165,33.578335,-86.77389,104.4444444,276.3333333,25.98,0.277477778
166,33.582043,-82.13125,102.1,288.2,60.76,0.48253
167,33.58302,-117.072205,56.0,226.0,17.97,0.2284
168,33.588547,-84.06961,104.8,268.6,43.297,0.55342
169,33.63003,-117.67593,90.5,277.5,13.65,0.2938
170,33.6547,-111.1074,54.0,223.5,8.455,0.2023
171,33.6878,-84.2905,100.9,273.3,54.823,0.58133
172,33.71881,-111.67183,51.0,320.0,13.06,0.2498
173,33.72074,-84.357315,98.6,276.2,63.757,0.58831
174,33.739964,-81.85364,107.5,278.0,51.36,0.56954
175,33.74124,-84.77643,120.2,274.2,26.717,0.30914
176,33.746056,-90.72303,113.2,280.4,34.094,0.35932
177,33.801666,-86.9425,96.14285714,283.8571429,55.46857143,0.605357143
178,33.81468,-80.781136,97.8,271.5,49.4,0.5861
179,33.90139,-118.205,17.0,206.0,9.31,0.1724
180,33.904037,-86.05386,121.125,276.375,43.50375,0.6034625
181,33.918137,-83.34438,101.3,280.6,58.781,0.56291
182,33.9285,-85.04534,103.5,283.0,79.1,0.69765
183,33.945377,-96.40572,100.6666667,293.6666667,55.20666667,0.4869
184,33.9632,-84.0691,109.1,276.6,41.239,0.4478
185,33.9828,-111.79871,95.83333333,245.0,22.855,0.275666667
186,33.99636,-117.4924,20.0,259.0,18.25,0.2663
187,33.99958,-117.41601,30.0,202.0,7.74,0.1632
188,34.002747,-89.79919,111.0,279.2,53.385,0.60135
189,34.01029,-118.0685,52.5,205.5,8.605,0.212
190,34.015434,-84.60742,110.4444444,282.6666667,32.80111111,0.338155556
191,34.09396,-80.9623,107.9,282.7,33.348,0.40311
192,34.10002,-117.49201,4.0,182.0,10.68,0.216
193,34.10374,-117.62914,97.0,287.0,10.2,0.2034
194,34.106678,-117.27406,18.0,248.0,20.6,0.2381
195,34.131264,-80.86832,98.33333333,287.6666667,34.61333333,0.432883333
196,34.1326,-118.1272,73.5,197.5,10.98,0.3498
197,34.14435,-117.85036,69.5,197.5,7.22,0.27705
198,34.19925,-118.53276,91.0,252.0,10.95,0.1465
199,34.25239,-119.14318,57.75,195.75,19.905,0.39235
200,34.264915,-88.76622,100.8333333,297.8333333,36.06333333,0.3616
201,34.285694,-79.74486,124.8,273.0,35.804,0.5109
202,34.289,-85.97006,120.6666667,268.3333333,46.10666667,0.6239
203,34.325317,-82.386375,102.25,279.75,60.72,0.62025
204,34.364166,-77.83861,117.1111111,269.1111111,34.41777778,0.566877778
205,34.37623,-84.05951,111.0,273.4,77.626,0.70947
206,34.403053,-119.45792,43.75,197.25,19.13,0.433375
207,34.4251,-117.5898,64.0,216.0,9.4,0.166
208,34.44806,-119.2313,59.5,225.0,19.5825,0.41655
209,34.454514,-94.143524,114.5555556,267.0,85.64444444,0.729366667
210,34.474525,-85.408844,104.7,275.8,53.662,0.58129
211,34.530716,-86.96754,108.1111111,263.2222222,41.99666667,0.525333333
212,34.54166,-119.79146,66.75,231.875,23.51875,0.356
213,34.5467,-112.4761,141.25,286.25,15.1525,0.234575
214,34.615368,-80.198784,135.7777778,276.3333333,23.66666667,0.453911111
215,34.623238,-82.53206,95.75,283.875,54.86625,0.5909
216,34.63298,-98.42879,99.0,290.1,41.002,0.3738
217,34.63782,-120.4575,47.25,229.25,11.18,0.224075
218,34.681343,-92.3287,104.6666667,289.6666667,58.27666667,0.494266667
219,34.68776,-86.586365,102.6666667,287.1111111,34.37333333,0.410022222
220,34.751846,-82.2567,99.2,280.3,48.347,0.51257
221,34.756187,-92.281296,94.88888889,286.5555556,29.07333333,0.278466667
222,34.785217,-84.62643,120.7,281.3,84.277,0.75504
223,34.80526,-83.2377,112.7142857,279.2857143,68.76857143,0.680328571
224,34.8147,-106.7396,114.4444444,304.4444444,25.26,0.265711111
225,34.82056,-89.98778,101.0,283.0,48.35,0.4625
226,34.82166,-89.98783,102.5,288.0,48.82,0.4784
227,34.83572,-92.26058,118.375,271.75,38.60125,0.4221875
228,34.851536,-82.744576,105.8571429,274.0,63.3,0.641828571
229,34.8848,-76.6203,162.5,251.5,34.33,0.64695
230,34.9127,-80.8745,117.0,260.0,32.87,0.5493
231,34.935818,-81.22841,106.75,278.75,74.9325,0.666725
232,34.968887,-78.9625,112.5,288.5,31.595,0.41505
233,34.974037,-80.54062,98.2,273.7,45.38,0.53155
234,34.988705,-82.075806,105.8,281.1,61.343,0.61544
235,35.0158,-80.9662,109.0,284.0,52.39,0.4881
236,35.01708,-106.65739,121.4444444,293.2222222,11.90777778,0.166688889
237,35.03146,-120.50103,40.5,190.5,18.125,0.3273
238,35.057396,-82.37288,112.3333333,272.0,67.38,0.659633333
239,35.0608,-83.4306,121.1,268.8,71.617,0.72801
240,35.0631,-106.57879,129.0,324.0,13.46,0.1623
241,35.10264,-85.16219,107.0,281.3,66.649,0.58767
242,35.113163,-80.91953,102.5,281.0,41.96,0.38775
243,35.130398,-81.81657,109.0,278.6666667,65.77,0.634833333
244,35.13139,-81.405,114.6666667,277.3333333,77.8,0.697266667
245,35.1343,-106.5852,114.5,306.6666667,16.85166667,0.20525
246,35.1517,-89.85025,101.5555556,286.2222222,46.10777778,0.463166667
247,35.1539,-106.69715,121.0,311.0,12.03,0.1612
248,35.158688,-78.728035,117.25,257.75,46.73375,0.6017625
249,35.19324,-106.613815,147.0,305.0,11.24,0.1736
250,35.206112,-111.65278,142.8571429,299.7142857,27.05428571,0.342985714
251,35.217503,-90.01971,100.0,278.8888889,59.25,0.545822222
252,35.2318,-77.5669,146.7,275.8,40.038,0.56028
253,35.233475,-85.18158,113.9,278.5,74.513,0.67598
254,35.2401,-80.78568,104.4,273.1,51.499,0.5499
255,35.2578,-83.7955,135.5,273.9,76.255,0.76648
256,35.2632,-79.8365,109.8,277.0,60.838,0.66499
257,35.299484,-106.54891,120.5,294.5,20.621,0.24275
258,35.320107,-97.4841,108.6,292.6,31.673,0.29074
259,35.34722,-80.695,114.6666667,283.3333333,55.38333333,0.5711
260,35.378155,-89.83447,94.66666667,290.3333333,67.84833333,0.64085
261,35.379166,-82.7925,139.8,279.4,76.046,0.78802
262,35.40814,-94.524414,108.0,278.0,44.87666667,0.429233333
263,35.4325,-79.2887,107.2,272.4,55.892,0.646
264,35.43477,-83.44213,108.0,270.75,53.17625,0.5507125
265,35.438557,-81.27675,102.6,280.5,66.041,0.60875
266,35.477036,-97.49431,107.4,299.4,36.78,0.3439
267,35.49158,-120.66804,79.0,306.0,20.92,0.283
268,35.49871,-83.31024,113.1111111,274.4444444,58.84666667,0.568455556
269,35.500103,-82.59986,117.7,270.2,75.423,0.66047
270,35.503586,-119.272606,96.0,290.3333333,10.23,0.189866667
271,35.507225,-82.96362,117.7,268.7,44.064,0.50616
272,35.524544,-83.235985,130.1666667,281.3333333,90.05333333,0.769266667
273,35.53448,-80.66756,109.0,295.0,61.21,0.5883
274,35.55187,-80.39504,96.8,287.7,57.783,0.57974
275,35.562874,-83.49794,114.4,246.2,36.275,0.49977
276,35.587143,-83.07416,137.3,277.6,76.687,0.77242
277,35.59095,-78.4622,110.2,280.9,57.825,0.60717
278,35.596943,-78.7925,115.3333333,291.3333333,49.17666667,0.501066667
279,35.603058,-83.78361,119.8,273.4,61.472,0.69836
280,35.614132,-97.47508,106.1,291.6,49.355,0.43967
281,35.61467,-120.65691,55.0,209.0,12.12,0.2811
282,35.63348,-83.941605,120.2,291.0,92.411,0.77596
283,35.641277,-77.36012,119.0,292.7,39.167,0.43291
284,35.69676,-83.60961,127.4,278.2,83.297,0.78472
285,35.721096,-84.34303,104.2,281.4,52.198,0.5515
286,35.750736,-94.6697,100.75,288.75,73.0425,0.644875
287,35.75722,-79.15972,108.6666667,275.0,81.09,0.709033333
288,35.76541,-82.264946,131.7,259.3,35.155,0.57926
289,35.81066,-76.9063,126.0,281.125,46.08125,0.5640875
290,35.832726,-93.20826,113.4444444,280.3333333,75.29222222,0.676177778
291,35.85611,-78.574165,107.0,278.1,29.955,0.37479
292,35.897068,-80.55728,119.0,276.5,49.03,0.5194
293,35.9138,-81.191,108.3333333,278.7777778,64.96,0.636244444
294,35.929,-81.18976,107.0,277.0,66.15,0.6642
295,35.9359,-81.5306,117.2,274.4,35.46,0.45427
296,35.949764,-87.138245,109.0,272.7777778,75.49444444,0.696255556
297,35.96497,-84.22317,109.4444444,270.3333333,78.32,0.695588889
298,35.972347,-81.933075,127.7,266.5,61.213,0.69249
299,35.988277,-77.5843,122.2857143,287.7142857,52.30714286,0.549785714
300,36.019184,-83.87381,100.3,270.5,64.582,0.63414
301,36.02661,-80.341965,104.1,277.8,53.979,0.53724
302,36.032955,-78.90404,108.4,275.0,50.501,0.54915
303,36.0388,-85.7331,108.6,277.4,83.407,0.68359
304,36.051804,-80.144936,109.7,283.6,62.073,0.58961
305,36.060894,-86.28629,114.4444444,266.1111111,55.31666667,0.607077778
306,36.085506,-83.76481,101.2,279.6,55.933,0.54979
307,36.096188,-78.46372,114.6666667,281.3333333,55.67666667,0.5643
308,36.10563,-83.60207,99.66666667,277.1111111,66.36666667,0.657588889
309,36.1058,-82.0454,132.2222222,271.8888889,82.32333333,0.805533333
310,36.106388,-115.253334,113.25,285.75,10.76,0.16895
311,36.109005,-79.802315,107.6,278.1,60.002,0.60829
312,36.11094,-80.2245,104.875,279.375,50.855,0.5006
313,36.14111,-78.76806,115.625,287.375,42.8725,0.4721
314,36.142956,-115.056305,84.0,308.0,36.7,0.2881
315,36.1508,-86.6233,105.6,275.2,46.671,0.45431
316,36.173416,-115.332726,88.25,302.75,19.6325,0.238675
317,36.1797,-94.11683,108.125,294.625,39.265,0.38455
318,36.203056,-80.215836,110.3333333,279.3333333,80.81666667,0.709233333
319,36.204903,-95.97654,105.7,283.6,46.024,0.42945
320,36.205055,-86.74472,96.11111111,266.4444444,40.48111111,0.392022222
321,36.209286,-121.12637,71.2,262.8,12.556,0.21044
322,36.22841,-95.24995,100.4285714,275.4285714,65.11142857,0.577257143
323,36.29756,-86.65314,104.5,277.875,42.95,0.3949875
324,36.306965,-79.09197,115.9,278.8,67.876,0.65974
325,36.307034,-79.467415,109.6,274.8,73.228,0.70901
326,36.308887,-79.85917,112.5,282.9,52.333,0.54287
327,36.46983,-83.82651,94.375,281.0,67.35375,0.684875
328,36.48187,-121.73333,46.0,211.5,17.695,0.3532
329,36.541367,-82.42455,104.7777778,275.1111111,53.76,0.607011111
330,36.566128,-118.7777,141.0,207.0,8.39,0.352
331,36.58211,-82.48574,102.2222222,273.3333333,48.84666667,0.576977778
332,36.597443,-119.50366,26.0,238.0,19.885,0.28205
333,36.60843,-83.73694,110.7142857,290.4285714,56.09,0.585271429
334,36.6719,-83.5264,116.5,281.0,74.96,0.71415
335,36.705475,-119.74133,13.0,196.0,11.34,0.1635
336,36.742226,-107.97757,150.5,255.5,11.935,0.1781
337,36.78538,-119.77321,98.0,276.0,14.36,0.2078
338,36.796665,-108.47314,128.0,251.0,14.94,0.2034
339,36.8071,-108.69523,78.0,187.0,11.45,0.1624
340,36.81945,-119.71643,81.5,226.0,20.41125,0.2848375
341,36.84159,-119.87474,15.0,192.0,8.1,0.1999
342,36.867126,-120.010155,107.8,250.4,20.946,0.34266
343,36.90118,-76.43808,120.0,300.0,31.412,0.37336
344,36.98332,-121.98822,45.66666667,205.0,14.05666667,0.270383333
345,36.999573,-121.574684,85.8,260.0,11.102,0.23108
346,37.05822,-88.57251,113.8888889,281.5555556,50.70111111,0.487611111
347,37.09798,-84.61152,107.1428571,277.1428571,63.74142857,0.634142857
348,37.103733,-76.38702,131.125,276.875,33.88125,0.4027875
349,37.13179,-86.14295,117.2,269.2,71.643,0.69872
350,37.15539,-88.39403,113.2222222,274.3333333,60.82888889,0.607833333
351,37.1655,-78.3069,116.6,273.5,71.117,0.72002
352,37.179127,-113.3051,101.25,298.75,13.87,0.2273
353,37.226864,-121.979675,95.0,236.25,9.1675,0.22835
354,37.256138,-93.2999,108.1111111,274.8888889,50.50777778,0.508888889
355,37.28329,-83.20932,119.8888889,272.1111111,65.47,0.5951
356,37.28342,-79.88452,105.4285714,278.5714286,58.48285714,0.6044
357,37.30389,-107.48417,129.6666667,270.3333333,37.02666667,0.441283333
358,37.319187,-93.204414,118.4444444,274.3333333,73.14,0.684522222
359,37.3297,-80.5578,131.5,280.0,81.39875,0.8004875
360,37.34438,-77.25925,121.5555556,274.7777778,42.02222222,0.374011111
361,37.348495,-121.8949,106.5,277.75,11.3925,0.187
362,37.35748,-77.59355,116.5555556,275.0,49.56444444,0.594988889
363,37.4826,-82.53532,110.0,268.1111111,51.72888889,0.518966667
364,37.482933,-122.20337,40.0,242.0,13.69,0.18285
365,37.488316,-120.836006,47.5,198.5,16.945,0.27585
366,37.54377,-119.83957,90.0,193.0,22.174,0.44986
367,37.55652,-77.40027,103.2222222,284.8888889,47.97222222,0.506711111
368,37.60613,-77.2188,112.8888889,275.3333333,63.68,0.662888889
369,37.62668,-79.51257,112.1111111,273.7777778,71.21555556,0.697822222
370,37.642166,-120.99421,93.75,259.625,10.8425,0.1794
371,37.687527,-121.78422,49.0,272.0,9.38,0.2192
372,37.70097,-94.03474,110.0,288.0,70.02444444,0.620622222
373,37.702065,-97.31485,115.2222222,285.2222222,43.59444444,0.3941
374,37.7046,-85.0485,109.2,271.7,66.818,0.69323
375,37.705612,-85.85263,112.6,266.6,42.638,0.55486
376,37.71325,-119.7062,102.3333333,236.4444444,32.09444444,0.385033333
377,37.74365,-121.93419,40.0,227.0,19.2,0.3712
378,37.775555,-111.61472,71.0,287.0,10.55,0.1783
379,37.780777,-87.07531,111.5,289.1666667,36.975,0.407016667
380,37.81478,-122.28235,102.0,210.0,5.92,0.1282
381,37.89147,-84.58825,101.6,283.2,31.474,0.37532
382,37.90084,-90.42388,91.5,276.5,67.575,0.6548
383,37.9214,-83.0662,120.2,267.7,75.594,0.74172
384,37.936012,-122.02615,72.0,206.0,8.11,0.2503
385,37.95074,-121.268524,73.0,274.5,19.65,0.2499
386,37.9604,-122.35681,41.0,217.5,13.755,0.18435
387,37.97231,-122.520004,95.0,247.0,10.85,0.1684
388,37.98178,-120.37855,78.0,193.0,13.70333333,0.4519
389,37.98629,-85.71192,104.4444444,274.7777778,49.91111111,0.515244444
390,38.013332,-87.577225,112.4,279.0,33.141,0.33293
391,38.051666,-87.27805,115.7142857,282.5714286,45.44714286,0.506771429
392,38.06503,-84.49761,101.1111111,278.2222222,38.06333333,0.446811111
393,38.07657,-78.50397,114.2222222,273.0,49.86777778,0.5059
394,38.10251,-122.237976,32.4,218.6,13.064,0.20948
395,38.11515,-86.60325,101.3333333,270.4444444,55.81,0.6634
396,38.135883,-94.73199,121.0,284.0,67.07,0.5965
397,38.13784,-85.57648,105.2,271.6,54.92,0.53498
398,38.20087,-77.37742,111.8888889,271.1111111,58.70777778,0.630088889
399,38.227066,-122.07562,48.0,295.0,29.97,0.4571
400,38.22876,-85.65452,108.3333333,292.8333333,46.47333333,0.505033333
401,38.23887,-82.9881,123.0,281.0,51.00166667,0.4469
402,38.30703,-85.83298,109.5555556,279.1111111,61.72777778,0.570388889
403,38.310944,-122.29619,80.6,231.2,9.286,0.21468
404,38.3456,-81.62832,126.5,271.0,26.25,0.25155
405,38.35655,-121.94986,74.0,278.0,14.7,0.3069
406,38.4002,-85.44428,101.3333333,294.6666667,47.055,0.409883333
407,38.424133,-82.4259,100.0,285.25,23.07,0.23
408,38.443504,-122.71017,106.0,271.0,13.24,0.21
409,38.44497,-76.111275,134.7777778,280.8888889,50.12777778,0.518944444
410,38.448673,-90.395905,109.8888889,277.6666667,64.46111111,0.566433333
411,38.45934,-82.64041,107.7777778,279.0,60.32333333,0.584555556
412,38.47367,-77.76772,117.1111111,274.0,81.46111111,0.768466667
413,38.47753,-78.81952,102.6,282.6,40.824,0.46992
414,38.48123,-77.3704,117.8888889,284.1111111,48.01111111,0.506122222
415,38.49015,-90.70509,114.0,279.3333333,32.01666667,0.501633333
416,38.508076,-82.65924,116.375,281.125,60.83125,0.534725
417,38.50855,-76.81187,111.6666667,278.8888889,72.60333333,0.678611111
418,38.5231,-78.43471,134.0,268.7,67.479,0.71049
419,38.53672,-76.617195,113.3333333,285.7777778,61.11,0.599644444
420,38.548138,-82.73116,108.6666667,271.3333333,38.18666667,0.422933333
421,38.56844,-121.49311,94.125,293.625,19.55125,0.229925
422,38.587524,-76.14101,124.2857143,286.7142857,41.48142857,0.549857143
423,38.612034,-90.16048,101.875,291.625,57.9675,0.4993875
424,38.613777,-121.36801,79.57142857,244.8571429,17.06571429,0.324685714
425,38.62901,-82.45886,112.0,273.8,65.916,0.66123
426,38.654068,-122.901855,63.5,237.5,24.12,0.37475
427,38.65643,-90.19835,110.7777778,285.2222222,40.75777778,0.371211111
