,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
531,31.6052247,19.06,35.21382295,271.7126119,277,275.6299784,45.1214,124.8006,121.9422151,135,119.1065464,0.298793799,0.214,0.341034951,2.8356687,-3.9173665,-0.042241153,-3.60859825
546,31.55487293,23.05,35.06111702,273.4020175,275,275.4014114,46.03138,124.81117,123.6575081,112,121.3033389,0.260755691,0.2429,0.306432781,2.3541692,-1.9993939,-0.04567709,-3.50624409
58,30.11582289,18.09,33.59046071,265.6577244,277,267.8893593,31.1317,104.3826,116.7781384,109,112.5305073,0.291011854,0.2134,0.339410637,4.2476311,-2.2316349,-0.048398783,-3.47463782
488,32.52101846,39.26,35.98258632,291.3184307,271,293.8628803,42.2217,123.7153,110.7319487,138,109.3981458,0.326476117,0.4017,0.379432313,1.3338029,-2.5444496,-0.052956197,-3.46156786
190,30.11582289,38.87,33.56975567,291.0991043,310,293.2621238,34.2572,109.06,115.6889273,130,114.2941133,0.268468194,0.2849,0.317953437,1.394814,-2.1630195,-0.049485243,-3.45393278
44,28.93770919,37.31,32.34393767,277.5661423,294,279.7729455,30.8217,106.1031,111.7781384,121,110.3313518,0.31210582,0.406,0.364775388,1.4467866,-2.2068032,-0.052669568,-3.40622848
137,30.11582289,26.44,33.52205137,284.5360919,302,287.9741807,32.6494,110.78,113.767845,91,111.908222,0.275853225,0.202,0.321117435,1.859623,-3.4380888,-0.04526421,-3.40622848
21,28.93770919,34.61,32.34393767,276.9134166,292,279.9806225,30.4663,106.6271,111.7781384,78,105.8473654,0.306439652,0.3066,0.355924895,5.930773,-3.0672059,-0.049485243,-3.40622848
202,30.11582289,31.72,33.52205137,289.0991043,297,291.8883789,34.3547,107.1431,117.6889273,100,112.785804,0.26580468,0.2485,0.315289922,4.9031233,-2.7892746,-0.049485243,-3.40622848
204,30.11582289,28.6,33.52205137,289.0991043,281,291.8883789,34.3622,107.2386,117.6889273,89,112.785804,0.26580468,0.2269,0.315289922,4.9031233,-2.7892746,-0.049485243,-3.40622848
213,30.17184789,62.13,33.57807636,288.3446705,304,290.4944451,34.5101,109.5293,119.632457,101,116.9752417,0.268354652,0.469,0.322618158,2.6572153,-2.1497746,-0.054263505,-3.40622847
282,31.27221356,21.69,34.65937758,291.4577517,283,294.1413291,36.1032,120.3664,117.5006786,127,115.4311294,0.292173388,0.1913,0.320381597,2.0695492,-2.6835774,-0.02820821,-3.38716402
205,30.11582289,24.82,33.47940562,291.0991043,286,293.1672082,34.3672,107.1906,113.6889273,108,111.0369999,0.26580468,0.2239,0.315289922,2.6519274,-2.0681039,-0.049485243,-3.36358273
136,30.11582289,47.07,33.47940562,284.5360919,306,287.9741807,32.6389,110.7258,116.767845,93,115.7083743,0.275853225,0.3694,0.321117435,1.0594707,-3.4380888,-0.04526421,-3.36358273
20,28.93770919,33.97,32.30129192,276.9134166,293,279.9806225,30.4576,106.6303,116.7781384,109,113.0012386,0.306439652,0.3437,0.355924895,3.7768998,-3.0672059,-0.049485243,-3.36358273
36,28.93770919,29.87,32.30129192,278.3746055,285,281.3654151,30.6981,111.2992,115.7781384,124,111.0221979,0.314695768,0.3492,0.356124071,4.7559405,-2.9908096,-0.041428303,-3.36358273
179,30.11582289,21.95,33.47940562,288.3446705,274,291.2996909,33.8715,109.9154,117.6469083,113,114.1900304,0.267076044,0.2259,0.315410498,3.4568779,-2.9550204,-0.048334453,-3.36358273
201,30.11582289,29.53,33.47940562,289.0991043,286,291.8883789,34.3528,107.3906,113.6889273,122,112.0949579,0.26580468,0.2718,0.315289922,1.5939694,-2.7892746,-0.049485243,-3.36358273
207,30.11582289,35.08,33.47940562,289.0991043,286,291.8883789,34.3739,107.1186,115.6889273,107,114.2941133,0.26580468,0.3032,0.315289922,1.394814,-2.7892746,-0.049485243,-3.36358273
19,28.93770919,35.8,32.25003976,276.9134166,283,280.3043762,30.4551,106.6388,112.2288323,104,105.8473654,0.306439652,0.3879,0.354082189,6.3814669,-3.3909596,-0.047642537,-3.31233057
12,28.93770919,38.21,32.25003976,276.9134166,290,279.4231501,30.2798,109.4707,112.2288323,109,106.3260778,0.309428442,0.3302,0.341600958,5.9027545,-2.5097335,-0.032172516,-3.31233057
13,28.93770919,37.46,32.25003976,276.9134166,298,279.4231501,30.2981,109.4978,112.2288323,116,106.3260778,0.309428442,0.3765,0.346513907,5.9027545,-2.5097335,-0.037085465,-3.31233057
472,28.66516368,34.6,31.96331078,289.6471112,303,291.7466161,41.7538,86.1472,110.706785,108,106.1347486,0.237378372,0.2403,0.295060806,4.5720364,-2.0995049,-0.057682433,-3.2981471
453,31.66621592,44.72,34.95061956,293.8854483,289,296.3418312,41.1489,122.0303,117.8312789,131,113.7137384,0.326995482,0.441,0.373036908,4.1175405,-2.4563829,-0.046041425,-3.28440364
442,31.11335347,50,34.3977571,293.8854483,272,296.6734209,41.0821,123.022,116.4522058,130,112.3346653,0.326995482,0.4828,0.373036908,4.1175405,-2.7879726,-0.046041425,-3.28440363
445,31.11335347,29.11,34.3977571,293.8854483,277,296.3418312,41.0883,122.0485,113.4522058,126,112.1184029,0.326995482,0.2609,0.373036908,1.3338029,-2.4563829,-0.046041425,-3.28440363
446,31.11335347,68.08,34.3977571,293.8854483,274,296.2658508,41.0931,123.011,116.4522058,125,112.3346653,0.326995482,0.5532,0.373036908,4.1175405,-2.3804025,-0.046041425,-3.28440363
443,31.11335347,34.6,34.3977571,293.8854483,269,296.2658508,41.0833,122.9341,115.4522058,144,113.1216329,0.326995482,0.3686,0.373036908,2.3305729,-2.3804025,-0.046041425,-3.28440363
447,31.11335347,22.47,34.3977571,293.8854483,276,296.2658508,41.0971,122.9642,113.4522058,135,112.1184029,0.326995482,0.2239,0.373036908,1.3338029,-2.3804025,-0.046041425,-3.28440363
50,29.74829554,29.75,33.01586601,282.3266142,296,284.2733446,30.9427,118.7173,116.967761,100,115.3376482,0.321883568,0.2899,0.34498561,1.6301128,-1.9467304,-0.023102041,-3.26757047
51,29.74829554,31.7,33.01586601,282.3266142,285,284.2733446,30.9454,118.7581,116.967761,101,115.3376482,0.321883568,0.2967,0.34498561,1.6301128,-1.9467304,-0.023102041,-3.26757047
53,29.74829554,44.3,33.01586601,282.3266142,287,284.2733446,30.9743,118.7385,116.967761,116,115.3376482,0.321883568,0.406,0.34498561,1.6301128,-1.9467304,-0.023102041,-3.26757047
495,28.88405342,17.47,32.11355579,288.80895,293,291.4690227,42.8172,93.5128,111.9294496,111,108.5511298,0.263997446,0.1686,0.337612039,3.3783198,-2.6600727,-0.073614593,-3.22950237
496,28.88405342,33.19,32.11355579,288.80895,276,291.2825819,42.8328,93.4961,111.9294496,115,108.1889268,0.263997446,0.2903,0.337612039,3.7405228,-2.4736319,-0.073614593,-3.22950237
510,30.079254,22.08,33.30875636,285.6350958,296,288.7580212,43.831,87.6432,111.3500833,120,105.6096252,0.277880389,0.2237,0.349752242,5.7404581,-3.1229254,-0.071871853,-3.22950236
516,30.079254,23.16,33.30875636,285.6350958,271,288.5715805,43.8711,87.5525,111.3500833,116,106.0209088,0.277880389,0.2319,0.349752242,5.3291745,-2.9364847,-0.071871853,-3.22950236
140,30.11582289,16.83,33.33410005,287.2905258,254,289.3023677,32.6975,109.0072,106.4051832,102,103.1918394,0.269611282,0.2144,0.306903638,3.2133438,-2.0118419,-0.037292357,-3.21827716
139,30.11582289,20.13,33.33410005,285.2905258,280,288.9703408,32.6939,109.0281,106.4051832,56,103.1918394,0.269611282,0.1685,0.306903638,3.2133438,-3.679815,-0.037292357,-3.21827716
157,30.11582289,16.89,33.33410005,285.9393399,289,289.3023677,33.0706,107.0154,112.8243154,103,110.9646923,0.266947767,0.2023,0.309453932,1.8596231,-3.3630278,-0.042506165,-3.21827716
70,30.11582289,38.21,33.33410005,282.1434494,295,284.8590016,31.2827,107.5277,110.2168399,105,105.8473654,0.283019499,0.3703,0.320311856,4.3694745,-2.7155522,-0.037292357,-3.21827716
63,30.11582289,36.63,33.33410005,282.1434494,333,284.4428137,31.2124,107.4644,110.2168399,105,105.8944752,0.283019499,0.2703,0.316292832,4.3223647,-2.2993643,-0.033273333,-3.21827716
64,30.11582289,37.81,33.33410005,282.1434494,287,284.4428137,31.2132,107.4988,110.2168399,95,105.8944752,0.283019499,0.3338,0.320311856,4.3223647,-2.2993643,-0.037292357,-3.21827716
65,30.11582289,21.1,33.33410005,282.1434494,269,284.4428137,31.2186,107.5086,110.2168399,146,107.0029785,0.283019499,0.275,0.313550203,3.2138614,-2.2993643,-0.030530704,-3.21827716
22,28.93770919,25.66,32.1217312,276.9134166,306,279.9806225,30.4728,105.5918,115.7781384,107,111.0221979,0.287204217,0.3134,0.334428742,4.7559405,-3.0672059,-0.047224525,-3.18402201
26,28.93770919,30.62,32.1217312,276.9134166,335,279.9806225,30.5232,105.5582,111.7781384,114,109.2733939,0.287204217,0.2817,0.334428742,2.5047445,-3.0672059,-0.047224525,-3.18402201
80,30.11582289,27.85,33.2998449,279.5661423,284,281.4572381,31.4535,104.7563,114.2168399,120,109.2733939,0.274857815,0.263,0.321413892,4.943446,-1.8910958,-0.046556077,-3.18402201
27,28.93770919,37.59,32.1217312,276.9575749,290,279.7729455,30.5366,105.5861,116.7781384,96,113.0012386,0.287204217,0.2988,0.327749384,3.7768998,-2.8153706,-0.040545167,-3.18402201
81,30.11582289,26.44,33.25719916,284.5661423,295,286.2666883,31.4668,104.6697,115.2168399,112,111.0221979,0.274857815,0.2799,0.323256598,4.194642,-1.700546,-0.048398783,-3.14137627
494,30.56135203,38.5,33.70054614,291.3184307,263,294.1944699,42.3022,123.8139,113.7319487,155,109.6144082,0.358303021,0.4907,0.406634921,4.1175405,-2.8760392,-0.0483319,-3.13919411
448,30.02650862,41.24,33.16570273,292.3620455,266,295.1518181,41.1119,121.1836,110.794116,137,109.3224404,0.301387397,0.3954,0.344856293,1.4716756,-2.7897726,-0.043468896,-3.13919411
300,30.15638905,23.41,33.29399056,290.7321241,275,293.2590441,36.6106,109.5056,116.0523303,125,112.6018977,0.263737395,0.2133,0.317079971,3.4504326,-2.52692,-0.053342575,-3.13760151
326,30.15638905,18.83,33.29399056,290.7321241,302,293.2590441,37.5136,111.1297,113.5718531,119,111.3519166,0.263492934,0.1647,0.30917879,2.2199365,-2.52692,-0.045685856,-3.13760151
327,30.15638905,19.65,33.29399056,290.7321241,270,293.1830637,37.5211,111.1406,113.5718531,134,111.5407622,0.263492934,0.2021,0.30917879,2.0310909,-2.4509396,-0.045685856,-3.13760151
408,29.12364548,16.06,32.26124699,295.2561891,282,298.7059093,40.0758,113.2994,112.5435384,129,108.7404872,0.301698655,0.156,0.319656717,3.8030512,-3.4497202,-0.017958063,-3.13760151
409,29.12364548,14.76,32.26124699,295.2561891,286,298.7059093,40.0844,113.2711,112.5435384,113,108.7404872,0.313065907,0.1368,0.319656717,3.8030512,-3.4497202,-0.006590811,-3.13760151
527,28.99964542,14.09,32.12413183,274.5288132,281,276.5638022,44.561,129.61,124.0655246,136,122.4140813,0.251641245,0.1531,0.281970796,1.6514433,-2.034989,-0.030329551,-3.12448641
538,32.07583863,21.39,35.19946732,272.7749344,281,275.4014114,45.6842,126.6206,116.7061456,139,115.944055,0.285227793,0.2095,0.319080821,0.7620906,-2.626477,-0.033853029,-3.12362869
539,32.07583863,22.72,35.19946732,272.7749344,267,275.4014114,45.7258,126.6411,116.7061456,134,115.944055,0.285227793,0.2284,0.319080821,0.7620906,-2.626477,-0.033853029,-3.12362869
537,32.07583863,32.52,35.19946732,271.9881875,258,275.2189419,45.61,126.615,119.7061456,150,116.7129666,0.285227793,0.3909,0.320544003,2.993179,-3.2307544,-0.03531621,-3.12362869
502,28.88405342,25.42,32.00601048,286.960273,286,289.7425139,42.9559,89.1673,108.4289451,115,105.8717579,0.262667663,0.2147,0.3352008,2.5571872,-2.7822409,-0.072533137,-3.12195706
349,30.39350655,35.41,33.48846232,287.836314,281,290.4870641,38.0108,112.434,110.5847828,122,106.4308616,0.273130222,0.3189,0.318816078,4.1539212,-2.6507501,-0.045685856,-3.09495577
299,30.15638905,28.57,33.25134482,290.7321241,282,293.2590441,36.6028,109.4761,113.0523303,125,111.554285,0.263737395,0.2664,0.317079971,1.4980453,-2.52692,-0.053342575,-3.09495577
396,27.79202552,12.7,32.88698129,297.2929433,280,299.675814,39.8129,110.0023,115.2086198,123,110.2922332,0.259661426,0.1408,0.307701514,4.9163866,-2.3828707,-0.048040087,-5.09495577
347,28.39350655,40.43,33.48846232,296.1656329,295,298.189474,37.9956,106.1856,110.3115521,114,106.8767305,0.266003801,0.3397,0.322530702,3.4348216,-2.0238411,-0.056526901,-5.09495577
410,27.12364548,19.53,32.21860125,295.2561891,276,298.7897257,40.0917,113.3444,112.5435384,122,109.2776178,0.301698655,0.2013,0.319656717,3.2659206,-3.5335366,-0.017958063,-5.09495577
355,28.15638905,9.23,33.25134482,291.2610768,284,294.4238287,38.2839,109.7289,117.0200071,141,113.072629,0.263141898,0.1311,0.311181985,3.9473781,-3.1627519,-0.048040087,-5.09495577
381,27.34960272,19.18,32.44455849,296.0380251,286,299.1420664,39.2282,106.7704,110.6973676,126,108.4866841,0.261308422,0.1767,0.314650998,2.2106835,-3.1040413,-0.053342575,-5.09495577
504,28.079254,27.13,33.15475974,285.6350958,280,287.3932272,43.768,87.6046,111.3500833,114,105.6096252,0.272045921,0.2405,0.347614581,5.7404581,-1.7581314,-0.07556866,-5.07550574
508,28.079254,25.49,33.15475974,285.6350958,280,287.3172467,43.8303,87.5801,111.3500833,122,107.1831474,0.277880389,0.3233,0.349752242,4.1669359,-1.6821509,-0.071871853,-5.07550574
523,28.079254,20.6,33.15475974,283.6350958,248,286.1543027,43.9469,87.4754,111.0877319,143,105.3472738,0.277880389,0.2943,0.344740681,5.7404581,-2.5192069,-0.066860292,-5.07550574
61,28.11582289,19.37,33.14686583,282.1434494,300,284.4428137,31.1986,107.5082,110.2168399,98,105.2173786,0.283019499,0.2135,0.313550203,4.9994613,-2.2993643,-0.030530704,-5.03104294
542,27.82851311,13.14,32.85064537,272.7749344,279,275.4014114,45.7667,126.635,119.7061456,137,116.3568127,0.285227793,0.1514,0.319080821,3.3493329,-2.626477,-0.033853029,-5.02213226
543,27.82851311,20.89,32.85064537,272.7749344,288,275.4014114,45.7733,126.689,119.7061456,132,116.3568127,0.285227793,0.1898,0.319080821,3.3493329,-2.626477,-0.033853029,-5.02213226
545,28.85413657,7.7,33.87626883,272.7749344,254,275.4014114,45.9855,126.595,118.8522289,126,118.0901384,0.281302836,0.1081,0.315155865,0.7620905,-2.626477,-0.033853029,-5.02213226
540,27.82851311,14,32.85064537,272.7749344,282,275.4014114,45.7319,126.685,116.7061456,129,115.944055,0.285227793,0.1451,0.320544003,0.7620906,-2.626477,-0.03531621,-5.02213226
541,27.82851311,13.15,32.85064537,272.7749344,277,275.4014114,45.7478,126.593,116.7061456,105,115.944055,0.285227793,0.1293,0.319080821,0.7620906,-2.626477,-0.033853029,-5.02213226
544,28.85413657,24.74,33.87626883,272.7749344,282,275.4014114,45.8167,126.561,116.7061456,128,115.944055,0.285227793,0.2747,0.319080821,0.7620906,-2.626477,-0.033853029,-5.02213226
413,29.56584617,43.01,34.5474347,291.7488405,286,294.9779799,40.1461,124.3933,114.7217628,103,112.2098394,0.300347442,0.3223,0.35028135,2.5119234,-3.2291394,-0.049933908,-4.98158853
273,28.31544409,34.55,33.29399056,287.120745,260,290.5318819,36.0621,114.4839,117.7356,174,116.2960261,0.330113518,0.4084,0.344640643,1.4395739,-3.4111369,-0.014527124,-4.97854647
394,27.33923443,19.51,32.29763418,300.3463864,286,302.3637221,39.6778,106.8288,110.8648298,121,107.9350466,0.261308422,0.1999,0.314650998,2.9297832,-2.0173357,-0.053342575,-4.95839975
272,28.20701121,8.76,33.12240626,296.0423278,260,299.0256448,36.0464,103.831,110.8894292,117,109.5431857,0.258361636,0.1101,0.306760419,1.3462435,-2.983317,-0.048398783,-4.91539505
296,28.20701121,18.39,33.12240626,296.0423278,296,298.6940551,36.5446,104.1724,115.5410782,133,112.5613768,0.25374438,0.1661,0.303076334,2.9797014,-2.6517273,-0.049331954,-4.91539505
297,28.20701121,42.29,33.12240626,296.0423278,297,298.6940551,36.5482,104.1465,115.5410782,140,112.5613768,0.25374438,0.3772,0.303076334,2.9797014,-2.6517273,-0.049331954,-4.91539505
426,26.28799626,12.62,31.17762786,295.2114345,285,298.838308,40.761,107.4212,109.9135879,130,105.3027917,0.265484574,0.1421,0.328306413,4.6107962,-3.6268735,-0.062821839,-4.8896316
427,26.28799626,21.61,31.17762786,296.7719863,300,299.6025883,40.7612,111.717,110.42484,121,106.3226139,0.275208906,0.2242,0.330374026,4.1022261,-2.830602,-0.05516512,-4.8896316
430,26.28799626,22.28,31.17762786,296.7719863,299,299.6025883,40.7866,111.5512,110.42484,126,106.3226139,0.275208906,0.242,0.330374026,4.1022261,-2.830602,-0.05516512,-4.8896316
431,26.28799626,34.67,31.17762786,299.7719863,291,302.2964865,40.8033,111.6572,110.42484,132,106.3226139,0.275208906,0.3239,0.330374026,4.1022261,-2.5245002,-0.05516512,-4.8896316
419,26.78125872,28.16,31.67089031,297.2876083,286,299.9856355,40.6532,109.8756,110.42484,137,105.6034382,0.276188364,0.2847,0.333707715,4.8214018,-2.6980272,-0.057519351,-4.88963159
421,26.78125872,27.18,31.67089031,297.2876083,272,299.9856355,40.6821,109.8538,110.42484,140,106.3226139,0.276188364,0.3617,0.333707715,4.1022261,-2.6980272,-0.057519351,-4.88963159
345,28.19664292,22.42,33.06939223,295.2438281,285,298.4744286,37.9251,102.6201,109.2548762,125,106.325093,0.256076388,0.1931,0.305408343,2.9297832,-3.2306005,-0.049331954,-4.87274931
459,29.50823029,32.22,34.35922707,290.3289728,276,293.5247719,41.2864,123.7669,112.0259557,92,110.6921528,0.319709439,0.2401,0.353749794,1.3338029,-3.1957991,-0.034040355,-4.85099678
418,26.78125872,17.9,31.62824457,299.2876083,290,302.0246217,40.6288,109.8642,110.42484,125,104.9060225,0.276188364,0.2012,0.324228451,5.5188175,-2.7370134,-0.048040087,-4.84698585
417,26.78125872,13.52,31.62824457,299.2876083,288,301.5843523,40.5842,109.9991,111.5594717,133,106.6756152,0.267911404,0.1416,0.325430755,4.8838565,-2.296744,-0.057519351,-4.84698585
435,26.28799626,24.93,31.13498211,296.7719863,289,299.6025883,40.8369,111.7516,110.42484,133,105.6251983,0.275208906,0.2566,0.330374026,4.7996417,-2.830602,-0.05516512,-4.84698585
433,26.28799626,21.72,31.13498211,296.7719863,268,299.6025883,40.8062,111.7276,110.42484,158,106.7874369,0.275208906,0.2808,0.330374026,3.6374031,-2.830602,-0.05516512,-4.84698585
525,27.97949453,31.92,32.82068932,283.5020456,278,286.9674266,44.3075,86.0697,112.4990552,117,107.1993645,0.281756998,0.3188,0.353628851,5.2996907,-3.465381,-0.071871853,-4.84119479
524,27.97949453,33.58,32.82068932,283.5020456,285,286.8914461,44.2967,86.0497,112.4990552,118,107.1993645,0.281756998,0.3159,0.353628851,5.2996907,-3.3894005,-0.071871853,-4.84119479
0,29.24664865,47.03,34.03712824,283.6169016,280,286.8329684,30.0475,101.9603,113.4193504,131,107.4340447,0.294801515,0.4274,0.321868698,5.9853057,-3.2160668,-0.027067183,-4.79047959
